Frequency (MHz),Full_Info
11.58,0200-1200       TWN Sound of Hope            M   FE
11.58,1200-1300       TWN Sound of Hope            M   FE
11.58,1300-1400       TWN Sound of Hope            M   FE
11.58,1400-1500       TWN Sound of Hope            M   FE
11.58,1500-1600       TWN Sound of Hope            CA  FE
11.58,2100-2130       TWN Sound of Hope            M   FE
11.58,2130-2200       TWN Sound of Hope            M   FE
11.58,2200-2300       TWN Sound of Hope            M   FE
11.58,2300-2400       TWN Sound of Hope            M   FE
11.59,1415-1445 Mo-Th GUM KTWR Trans World Radio   UI  FE          m
11.59,1445-1500       GUM KTWR Trans World Radio   KZ  FE          m
11.6,1545-1600       CAN Bible Voice              A   ME          /BUL-s
11.6,2100-1600       CHN CNR1 Jammer/Firedrake    M   CHN
11.6,1300-1330       PHL FEBC Manila              HUI SEA         b
11.6,1330-1400       PHL FEBC Manila              YUN SEA         b
11.6,1400-1600       PHL FEBC Manila              M   FE          i
11.6,0000-0100       TWN Sound of Hope            M   FE
11.6,0100-0200       TWN Sound of Hope            M   FE
11.6,0200-1200       TWN Sound of Hope            M   FE
11.6,1200-1300       TWN Sound of Hope            M   FE
11.6,1300-1400       TWN Sound of Hope            M   FE
11.6,1400-1500       TWN Sound of Hope            M   FE
11.6,1500-1600       TWN Sound of Hope            CA  FE
11.6,2100-2130       TWN Sound of Hope            M   FE
11.6,2130-2200       TWN Sound of Hope            M   FE
11.6,2200-2300       TWN Sound of Hope            M   FE
11.6,2300-2400       TWN Sound of Hope            M   FE
11.6,0400-0500       USA Brother Stair            E   Eu          /BUL-s
11.61,1100-1200       CHN China National Radio     M   CHN         d
11.61,1100-1200       TWN Radio Taiwan Int.        M   FE          p
11.61,1300-1400       CHN China Radio Int.         BE  SAs         k
11.61,1400-1500       CHN China Radio Int.         BE  SAs         k
11.61,1500-1600       CHN China Radio Int.         E   NAf         ka
11.61,0600-0900 Th-Tu CHN CNR 2 China Business R.  M   CHN         B
11.61,0900-1300       CHN CNR 2 China Business R.  M   CHN         B
11.61,2300-0600       CHN CNR 2 China Business R.  M   CHN         B
11.61,1600-1700       J   NHK Radio Japan          J   SEA         y
11.61,2100-2200       MDG MWV The Light of Life    M   WEu         m
11.61,2200-2300       MDG MWV Radio Feda           A   NAf         m
11.62,0400-0410 Mo-Fr RUS S06 Russian Spy Numbers  R   FE          kh
11.62,"2000-2100 Tu,Th D   Music 4 Joy DIGITAL          WAf         n"
11.62,0300-0700       ALG Ifrikya FM               A   CAf         b
11.62,1000-1100       CHN China Radio Int.         J   FE          x
11.62,1100-1200       CHN China Radio Int.         J   FE          x
11.62,1200-1300       CHN China Radio Int.         J   FE          x
11.62,2300-2400       CHN China Radio Int.         VN  SEA         b
11.62,0000-0600       CHN CNR5 Cross-Strait Radio  M   TWN         B
11.62,0600-0900 Th-Tu CHN CNR5 Cross-Strait Radio  M   TWN         B
11.62,0900-1000       CHN CNR5 Cross-Strait Radio  M   TWN         B
11.62,0000-0100       ROU Radio Romania Int.       E   ENA         t
11.62,0100-0200       ROU Radio Romania Int.       F   ENA         t
11.62,0300-0400       ROU Radio Romania Int.       E   WNA         t
11.62,0600-0630       ROU Radio Romania Int.       D   WEu         t
11.62,2100-2300       J   NHK Radio Japan          J   ME          y
11.63,0600-0800 We-Mo CHN China National Radio 17  KZ  CHN         L
11.63,0800-0900 We-Mo CHN China National Radio 17  M   CHN         L
11.63,0900-1200       CHN China National Radio 17  KZ  CHN         L
11.63,1200-1500       CHN China National Radio 17  KZ  CHN         L
11.63,1500-1600       CHN China National Radio 17  M   CHN         L
11.63,1600-1805       CHN China National Radio 17  KZ  CHN         L
11.63,2355-0600       CHN China National Radio 17  KZ  CHN         L
11.63,1400-1430       S   IBRA Radio               TIG EAf         /UAE
11.63,1000-1100       CHN China Radio Int.         E   Sib         b
11.63,1800-1900       KRE Voice of Korea           F   ME          u
11.63,1900-2000       KRE Voice of Korea           E   ME          u
11.63,2000-2050       KRE Voice of Korea KCBS      K   ME          u
11.63,2100-2200       KRE Voice of Korea           M   FE          u
11.63,2200-2300       KRE Voice of Korea           M   FE          u
11.63,2300-2350       KRE Voice of Korea KCBS      K   FE          u
11.64,0000-2400 irr   D   DWD Polarstern Fax/RTTY      Eu          pi
11.64,0200-0300       CHN China Radio Int.         BE  SAs         k
11.64,0300-0400       CHN China Radio Int.         HI  SAs         ka
11.64,0700-0800       CHN China Radio Int.         CA  FE          j
11.64,0800-0900       CHN China Radio Int.         M   FE          j
11.64,1200-1300       CHN China Radio Int.         VN  SEA         x
11.64,1430-1500       CHN China Radio Int.         TAG PHL         n
11.64,1800-1830       CHN China Radio Int.         HA  NIG         /MLI
11.64,1830-1930       CHN China Radio Int.         A   EAf         /MLI
11.64,1930-2000       CHN China Radio Int.         P   EAf         /MLI
11.64,2000-2100       CHN China Radio Int.         E   EAf         /MLI
11.64,2100-2130       CHN China Radio Int.         E   EAf         /MLI
11.64,0430-0500       HOL Radio Dabanga            SUD SDN         /MDG
11.64,1700-1800       HOL Radio Dabanga            SUD SDN         /MDG
11.64,0400-0430       HOL Radio Tamazuj            A   SSD         /CVA
11.64,1420-1520       IRN IRIB Voice of I.R.Iran   HI  SAs         s
11.64,1520-1620       IRN IRIB Voice of I.R.Iran   E   SAs         s
11.64,1620-1650       IRN IRIB Voice of I.R.Iran   BE  SAs         s
11.64,1520-1620       IRN IRIB Voice of I.R.Iran   E   SAs         s
11.64,1500-1600       KRE Voice of Korea           A   ME          u
11.64,1600-1700       KRE Voice of Korea           E   ME          u
11.64,1700-1800       KRE Voice of Korea           A   ME          u
11.65,0100-0200       CHN China Radio Int.         M   PAK         u
11.65,0200-0300       CHN China Radio Int.         UR  SAs         ka
11.65,0400-0500       CHN China Radio Int.         VN  SEA         k
11.65,0500-0600       CHN China Radio Int.         VN  SEA         k
11.65,1100-1300       CHN China Radio Int.         E   PAK         u
11.65,1300-1400       CHN China Radio Int.         EO  SEA         b
11.65,1400-1500       CHN China Radio Int.         AM  SEA         k
11.65,1700-1800       CHN China Radio Int.         EO  Eu          x
11.65,1800-2000       CHN China Radio Int.         D   WEu         u
11.65,0325-0400 alt   HOL Radio Tamazuj            A   SSD         /MDG
11.65,2200-2300       ROU Radio Romania Int.       E   J           t
11.65,0600-0615       CAN Bible Voice              A   NAf         /D-n
11.65,1500-1520       J   NHK Radio Japan          BE  SAs         y
11.65,1530-1550       J   NHK Radio Japan          HI  SAs         y
11.65,1600-1630       S   IBRA Radio Ibrahim       AFA EAf         /UAE
11.66,1400-1500       CHN China Radio Int.         UR  SAs         k
11.66,1730-1830       CHN China Radio Int.         M   Eu          s
11.66,2030-2230       CHN China Radio Int.         F   SEu         ka
11.66,0100-0600       CHN CNR 2 China Business R.  M   CHN         x
11.66,0600-0900 Th-Tu CHN CNR 2 China Business R.  M   CHN         x
11.66,0900-1100       CHN CNR 2 China Business R.  M   CHN         x
11.66,1200-1400 irr   F   TDF DIGITAL              F   WEu         i
11.66,1930-2000 Sa-Th G   BBC                      HA  WAf         /ASC
11.66,1930-2030 Fr    G   BBC                      HA  WAf         /ASC
11.66,1100-1120       J   NHK Radio Japan          K   FE          y
11.66,1120-1140       J   NHK Radio Japan          M   FE          y
11.66,1140-1200       J   NHK Radio Japan          K   FE          y
11.66,1200-1220       J   NHK Radio Japan          M   FE          y
11.66,1220-1240       J   NHK Radio Japan          K   FE          y
11.66,1240-1300       J   NHK Radio Japan          M   FE          y
11.66,1300-1320       J   NHK Radio Japan          K   FE          y
11.66,1320-1340       J   NHK Radio Japan          M   FE          y
11.66,1340-1350       J   NHK Radio Japan          K   FE          y
11.66,1630-1730       TUR Voice of Turkey          E   SAs         e
11.66,1900-1930 Su    USA Follow the Bible Min.    E   WAf         /ASC
11.66,1500-1530       CHN China Radio Int.         PS  AFG         k
11.66,1530-1600       CHN China Radio Int.         PS  AFG         k
11.66,0400-0700       MLA RTM Limbang FM           LB  MLA         ka
11.66,0700-0900       MLA RTM Miri FM              KYB MLA         ka
11.66,0900-1000       MLA RTM Miri FM              KEN MLA         ka
11.66,1000-1405       MLA RTM Wai FM               IB  MLA         ka
11.66,2230-0400       MLA RTM Wai FM               IB  MLA         ka
11.67,1200-1245 Sa    CAN Bible Voice              E   CHN         /UZB
11.67,0600-0900 Th-Tu CHN CNR 2 China Business R.  M   CHN         B
11.67,0900-1200       CHN CNR 2 China Business R.  M   CHN         B
11.67,2230-0600       CHN CNR 2 China Business R.  M   CHN         B
11.68,1300-1400       CHN China Radio Int.         HI  PAK         u
11.68,1400-1500       CHN China Radio Int.         E   PAK         u
11.68,1200-1300       CHN China Radio Int.         KH  SEA         n
11.68,1950-1800       KRE KCBS Pyongyang           K   KRE         k
11.69,2055-2300       CHN China National Radio 8   MO  CHN         qq
11.69,0000-0600       CHN China National Radio 11  TB  CHN         as
11.69,0600-0700 Th-Tu CHN China National Radio 11  TB  CHN         as
11.69,0700-0800 Th-Tu CHN China National Radio 11  M   CHN         as
11.69,0800-0900 Th-Tu CHN China National Radio 11  TB  CHN         as
11.69,0900-1100       CHN China National Radio 11  TB  CHN         as
11.69,1100-1300       CHN China National Radio 11  TB  CHN         as
11.69,1400-1500       CHN China Radio Int.         TAM SAs         ka
11.69,1500-1600       CHN China Radio Int.         TAM SAs         ka
11.69,0000-2400       PTR NAU US Navy              -TY NAm         i
11.69,2300-2400       CHN China Radio Int.         E   FE          b
11.69,0000-1800 1.Sa  FIN Scandinavian Weekend R.  FI  Eu          v
11.69,2100-2400 1.Fr  FIN Scandinavian Weekend R.  FI  Eu          v
11.7,1800-2000       CHN China Radio Int.         F   NAf         ka
11.7,0100-0900       CHN CNR1 DIGITAL             M   CHN         d
11.7,0000-1100       CHN CNR 2 China Business R.  M   CHN         x
11.7,1530-1600 Sa    EQA HCJB Voice of Andes      CHE Cau         /D-n
11.7,1600-1630 Sa    EQA HCJB Voice of Andes      R   Cau         /D-n
11.7,0400-0500       F   Radio France Int.        F   EAf         i
11.7,0500-0600       F   Radio France Int.        F   CAf         i
11.7,0600-0700       F   Radio France Int.        F   WAf         i
11.7,2000-2030       F   Radio France Int.        HA  CAf         i
11.71,0600-0700       CHN China Radio Int.         M   SEA         n
11.71,0700-0800       CHN China Radio Int.         M   SEA         n
11.71,0800-0900       CHN China Radio Int.         E   FE          x
11.71,0900-1000       CHN China Radio Int.         E   FE          x
11.71,"1830-1930 Tu,Th D   Music 4 Joy DIGITAL          ME          n"
11.71,1220-1320       IRN IRIB Voice of I.R.Iran   PS  CAs         s
11.71,1320-1420       IRN IRIB Voice of I.R.Iran   KU  ME          s
11.71,1420-1520       IRN IRIB Voice of I.R.Iran   BE  SAs         s
11.71,1520-1620       IRN IRIB Voice of I.R.Iran   E   SAs         s
11.71,1620-1650       IRN IRIB Voice of I.R.Iran   BE  SAs         s
11.71,1650-1820       IRN IRIB Voice of I.R.Iran   TU  ME          s
11.71,1000-1100       KRE Voice of Korea           E   LAm         u
11.71,1100-1200       KRE Voice of Korea           F   LAm         u
11.71,1200-1250       KRE Voice of Korea KCBS      K   LAm         u
11.71,1300-1400       KRE Voice of Korea           E   NAm         u
11.71,1400-1500       KRE Voice of Korea           F   NAm         u
11.71,1500-1600       KRE Voice of Korea           E   NAm         u
11.71,1600-1700       KRE Voice of Korea           F   NAm         u
11.71,1700-1750       KRE Voice of Korea KCBS      K   NAm         u
11.71,2100-1700       CHN CNR1 Jammer/Firedrake    M   FE
11.72,0000-0100       TWN Sound of Hope            M   FE
11.72,0100-0200       TWN Sound of Hope            M   FE
11.72,0200-1200       TWN Sound of Hope            M   FE
11.72,1200-1300       TWN Sound of Hope            M   FE
11.72,1300-1400       TWN Sound of Hope            M   FE
11.72,1400-1500       TWN Sound of Hope            M   FE
11.72,1500-1600       TWN Sound of Hope            M   FE
11.72,1600-1700       TWN Sound of Hope            M   FE
11.72,2100-2130       TWN Sound of Hope            M   FE
11.72,2130-2200       TWN Sound of Hope            M   FE
11.72,2200-2300       TWN Sound of Hope            M   FE
11.72,2300-2400       TWN Sound of Hope            M   FE
11.72,0600-0900 We-Mo CHN China National Radio 1   M   CHN         s
11.72,0900-1100       CHN China National Radio 1   M   CHN         s
11.72,2330-0600       CHN China National Radio 1   M   CHN         s
11.72,1100-1200       CHN China Radio Int.         VN  SEA         a
11.72,1200-1300       CHN China Radio Int.         VN  SEA         a
11.72,2000-2100 irr   F   TDF DIGITAL              F   NEu         i
11.72,1800-2100 1.Sa  FIN Scandinavian Weekend R.  FI  Eu          v
11.72,1330-1700       VTN Voice of Vietnam 3       VN  Oc          s
11.72,2145-1030       VTN Voice of Vietnam 4       VN  Oc          s
11.72,1030-1330       VTN Voice of Vietnam 5       VN  SEA         s
11.72,0800-0830 Mo-Fr AUS ABC Wantok               TP  Oc          /NZL-r
11.72,1228-1238 Mo-Fr AUS ABC Wantok               TP  Oc          /NZL-r
11.72,1600-1800       CHN China Radio Int.         D   Eu          x
11.72,0600-0700 Mo-Fr G   BBC                      E   Oc          /NZL-r
11.72,0559-0758       NZL RNZ Pacific              E   Oc          r
11.72,0718-0728 We    NZL RNZ Pacific              SLM Oc          r
11.72,0728-0738 Th-Fr NZL RNZ Pacific              SLM Oc          r
11.72,0759-1058       NZL RNZ Pacific              E   Oc          r
11.72,0830-0840 Th    NZL RNZ Pacific              F   Oc          r
11.72,1059-1258       NZL RNZ Pacific              E   WOc         r
11.72,1128-1138 Mo-Fr NZL RNZ Pacific              SLM Oc          r
11.72,1759-1858       NZL RNZ Pacific              E   Oc          r
11.72,1840-1850 Su-Th NZL RNZ Pacific              SM  Oc          r
11.72,1852-1858 Mo-Fr NZL RNZ Pacific              NIU Oc          r
11.73,0230-0330       CHN China Radio Int.         NE  FE          k
11.73,1100-1200       CHN CNR1 Jammer/Firedrake    M   FE
11.73,0550-0820       IRN IRIB Voice of I.R.Iran   DR  CAs         s
11.73,0920-1250       IRN IRIB Voice of I.R.Iran   DR  CAs         s
11.73,1100-1200       TWN Radio Taiwan Int.        M   FE          s
11.73,0500-0520       J   NHK Radio Japan          F   WAf         /F-i
11.73,2300-2400       ROU Radio Romania Int.       S   SAm         g
11.73,0100-0230       CHN CNR1 Jammer/Firedrake    M   FE
11.73,0100-0230       IND AIR Akashvani Ext.Sce    TB  Tib         d
11.73,0200-0215 irr   IND AIR Akashvani Ext.Sce    E   Tib         d
11.73,0300-0400       KRE Voice of Korea           S   LAm         u
